"DataPoint_ID","Task_Group_ID","Task_Type","Question","id","query","Annotator1_ID","Annotator1_Response","Annotator1_Timestamp"
"019deaba-29f3-704a-967e-88ec4c7c6ef5","fe0c36cb-4888-5d5a-9700-0f8db07973fa","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-83ad-705c-9ad2-6550aae6f63b","I am worried about lead exposure. My office is near a general avation airport, and I am worried about eating food near it. I heard that it can effects children within a couple km to the airport. Our dinning hall is about 2km from the airport and it is indoor. Now I am too scared that I do not want to eat there. Should I avoid eating there forever? (edited)","63d7f3f795d4674597d533a1","No meaningful health risk in the described scenario.","2026-05-02T23:25:50.170Z"
"019deaba-2bc3-768a-b854-3ebd611b2913","894ace19-5741-5b05-9eda-32a469df2009","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-8ab0-7519-93df-c1e407ebac99","I found some weird white powders on my pants in the laundry basket. Now I am worried it is something toxic like asbestos or lead paint. I never been to any areas that are high risk, should I discard all my cloth in that basket? I heard washing it will not remove many contamination.","695cde0ad05eebe014dea80c","No meaningful health risk in the described scenario.","2026-05-02T22:21:54.750Z"
"019deaba-2d31-76e9-aabd-7c589f01c845","9cc3bd8c-5902-5fa5-a1e7-ce6c886a733c","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-90b6-72ff-bbb5-23dcfba2ebde","Should I be worried about radon exposure living on second floor in an apartment for a couple of weeks?","5b4d31673d01bd0001ec447e","Minor risk that does not require medical attention.","2026-05-02T22:53:13.767Z"
"019deaba-30ef-76af-a49f-1d738e0331fb","bb7ed67f-7a94-593f-8a9d-790632356822","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-ae08-739e-81c6-3d00370b46c6","I am worried about a concussion because I was sitting and I slowly put my head on the wall behind me. I heard there is no safe limit for concussion. Should I keep monitoring the symptoms?","6715bc112785851334e0d1ac","No meaningful health risk in the described scenario.","2026-05-02T23:05:32.028Z"
"019deaba-3048-771c-b505-0c10c4a725c1","bb7ed67f-7a94-593f-8a9d-790632356822","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-a13a-7778-a7b9-002cf059e2f6","Will not wearing socks and feet keep scratching and cause very thick skin and infection cause skin cancer","6715bc112785851334e0d1ac","Minor risk that does not require medical attention.","2026-05-02T23:05:32.027Z"
"019deaba-2c64-70b9-a996-4a9780675a07","894ace19-5741-5b05-9eda-32a469df2009","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-8ca8-700f-9d47-34e8f97933db","Water got in my nose while I was showering. Should I be worried about Naegleriasis?","695cde0ad05eebe014dea80c","No meaningful health risk in the described scenario.","2026-05-02T22:21:54.750Z"
"019deaba-30ca-740f-b073-eca023766ac9","bb7ed67f-7a94-593f-8a9d-790632356822","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-acfe-70c9-ba14-903333f834c7","There is some random white powder appear on the top of my bag and I'm worried it will be something harmful. What do you think? I don't have any evidence suggesting that it would be something harmful because all the places I've been to is just more places on campus and in my home. Should I be worried? I am afraid it is lead paint or asbestos.","6715bc112785851334e0d1ac","No meaningful health risk in the described scenario.","2026-05-02T23:05:32.028Z"
"019deaba-298e-7038-93f6-8bc883b2a3aa","fe0c36cb-4888-5d5a-9700-0f8db07973fa","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-8083-70f8-bc18-ab7cc279db1b","I am worried about asbestoses exposure. I went into a dinning place and their are using ceiling tiles, one of the tile is removed and I am worried those tiles has asbestos in it. The building looks modern based on the design style but i do not know how old is the building. Should I leave the place right away and wash all my body and discard all my cloths and belongings?","63d7f3f795d4674597d533a1","Minor risk that does not require medical attention.","2026-05-02T23:25:50.170Z"
"019deaba-2b70-736f-84b5-f0cc4d8e4ede","894ace19-5741-5b05-9eda-32a469df2009","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-8a04-70de-8267-cfe749edb587","I am worried that I will get tetanus. I had all base shots as a child in Japan, my last shot was 5 years and 10min ago. I just had a deep paper cut from dirty paper on the ground. Do I need to get a booster?","695cde0ad05eebe014dea80c","No meaningful health risk in the described scenario.","2026-05-02T22:21:54.750Z"
"019deaba-2f35-7182-b5a6-cbcfffca2902","e6ff73ca-891a-5a76-a5e1-b4118ecbfb96","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-9db3-7483-a8f4-1660f880a193","I was in the back of the car and there is a sharp turn and my body lean torward one side of the car and I hit my head on the door. The hit is not very hard but definitely I won’t say it’s a mild touch.","68c1565c09bf3c9654782233","Warrants monitoring or a routine (non-urgent) medical visit.","2026-05-02T23:08:24.708Z"
"019deaba-2f79-762e-a08d-2206ce38aaa4","e6ff73ca-891a-5a76-a5e1-b4118ecbfb96","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-9f9e-764b-be9e-fd29f0845f4c","Dose newspaper or ad flyers paint has lead","68c1565c09bf3c9654782233","No meaningful health risk in the described scenario.","2026-05-02T23:08:24.708Z"
"019deaba-2d06-7699-baaa-e2ada9c50c79","9cc3bd8c-5902-5fa5-a1e7-ce6c886a733c","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-8fe2-711e-8f2c-e9ff0705d699","I heard that although lead paint is banned for indoor use in Canada, it's still commonly used in outdoor settings, especially like the road paint, road markers, especially those yellow ones. I just walked by some outdoor yellow paint, and then the paint is significantly chipping off, and there are some small particles beside those areas. I walked around the area. Should I be worried? Should I place my shoes in my pants outside my door? i saw many source confirming those paint are likely lead based.","5b4d31673d01bd0001ec447e","No meaningful health risk in the described scenario.","2026-05-02T22:53:13.767Z"
"019deaba-2e4e-73fd-a481-c195ed508f83","9cc3bd8c-5902-5fa5-a1e7-ce6c886a733c","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-9649-7518-8913-d1bc7ceb0315","I feel a bit dizzy after eating at a restaurant using ethanol gal to cook food on table. I am worried about CO poisoning. The place has good ventilation and staffs are there working 8h. Should I be worried? I do not have other symptons and dizziness is common for me.","5b4d31673d01bd0001ec447e","Minor risk that does not require medical attention.","2026-05-02T22:53:13.768Z"
"019deaba-2a8d-746a-8337-39f63e76b83b","fe0c36cb-4888-5d5a-9700-0f8db07973fa","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-87c4-75dc-865b-5ba9f1b890be","I am worried I am having a stroke. I do not know why I just fear so. No strong symptoms or indications, besides slight lightheadedness, racing heart, and a feeling of heat on my face, which is common if I am anxious. This started after I watched a YouTube video about a stroke. I do not have any physical health conditions. Should I go to the ER?","63d7f3f795d4674597d533a1","No meaningful health risk in the described scenario.","2026-05-02T23:25:50.170Z"
"019deaba-2e75-755c-9da4-9737b3ed9678","e6ff73ca-891a-5a76-a5e1-b4118ecbfb96","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-9732-760f-886f-127a6797beb4","I am worried about lead exposure. Last time I used freediving weights (lead blocks without coating) and after that I went to library. Now I am afraid to go to the library because I think there is lead everwhere in the building. Should I wipe down the table and chairs before I sit down and shower when I get home?","68c1565c09bf3c9654782233","No meaningful health risk in the described scenario.","2026-05-02T23:08:24.707Z"
"019deaba-2da4-73ca-ac0c-3030a37118ce","9cc3bd8c-5902-5fa5-a1e7-ce6c886a733c","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-9234-72ae-b37b-82b8524c8a94","I just touched the surface my key touches and then touched my mouth I rinsed my mouth with water for a couple times, should I be worried? The key is made from brass and I saw news saying touching brass keys will expose you to &gt;10x of daily limit for lead.","5b4d31673d01bd0001ec447e","No meaningful health risk in the described scenario.","2026-05-02T22:53:13.767Z"
"019deaba-2c14-72fd-8770-f81c9e04441c","894ace19-5741-5b05-9eda-32a469df2009","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-8b5c-76e1-a14b-e39ca3c38c9f","I was camping overnight, and there might be bats. If I sleep there, do I need to get a rabies shot in the morning? It is a known and popular site.","695cde0ad05eebe014dea80c","Minor risk that does not require medical attention.","2026-05-02T22:21:54.750Z"
"019deaba-2b00-71bb-b82d-556101662767","fe0c36cb-4888-5d5a-9700-0f8db07973fa","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-88a2-737e-9eec-315cd297ad25","My chest hurts when I move my arms, and previously the same or similar symptoms have been examined for over 20 times, and every time they found nothing serious. And on my yearly visit to my oncologist, they said it is likely due to some benign tumor on my chest wall. Now that it is hurting again, should I go to the ER?","63d7f3f795d4674597d533a1","Minor risk that does not require medical attention.","2026-05-02T23:25:50.171Z"
"019deaba-2ff6-716e-8754-76035aa30bde","e6ff73ca-891a-5a76-a5e1-b4118ecbfb96","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-a0ea-7410-bd80-a62662eb382e","I didn’t know antidepressants will make my skin sensitive to sun. I exposures to sun without much protection for a summer but never got burned each day about 30min around late afternoon. Dose this increases my chance for skin cancer?","68c1565c09bf3c9654782233","No meaningful health risk in the described scenario.","2026-05-02T23:08:24.708Z"
"019deaba-2ab4-7529-8d02-6667818e856b","fe0c36cb-4888-5d5a-9700-0f8db07973fa","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-8841-765e-9230-78168f3763cc","My doctor said I should not drink alcohol when taking my medication. I am at a dining place where they use the same type of bowl for wine and food (not the same bowl, but the same type), meaning they could have a bowl holding wine, and next time use it for food in the next session. Should I still eat the food from the bowl?","63d7f3f795d4674597d533a1","No meaningful health risk in the described scenario.","2026-05-02T23:25:50.171Z"
"019deaba-2dca-76db-94c2-c567f84dd52e","9cc3bd8c-5902-5fa5-a1e7-ce6c886a733c","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-92d1-754c-bd71-e1bfb9534118","I washed my bed blanket and I still smell some detergent on the bed blanket. Should I be worried about it irritates or damage my eyes if I like to use blanket to cover my eyes when sleep should I be worried the detergents get into my eyes?","5b4d31673d01bd0001ec447e","No meaningful health risk in the described scenario.","2026-05-02T22:53:13.768Z"
"019deaba-3099-74bb-81bd-c6e459ddd7be","bb7ed67f-7a94-593f-8a9d-790632356822","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-a806-7220-b1e5-96897375aafe","Should I avoid driving to work if I took sleeping med the night before but feel fine now? It says do not drive if I took the med and slept less than 7h. I slet 6h50min last night.","6715bc112785851334e0d1ac","No meaningful health risk in the described scenario.","2026-05-02T23:05:32.027Z"
"019deaba-3144-72af-9334-7b46f2cb200c","bb7ed67f-7a94-593f-8a9d-790632356822","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-ae76-70a2-b372-4ea8ae79c8c5","Should I be worried if my watch says my blood oxygen is 89 but then go back to 92-95 after adjusted it? I do not have any health conditions that will effect my blood oxygen.","6715bc112785851334e0d1ac","Minor risk that does not require medical attention.","2026-05-02T23:05:32.029Z"
"019deaba-318e-7485-9cb1-c73ddcef2501","bb7ed67f-7a94-593f-8a9d-790632356822","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-b260-73bd-b815-24d68f1725a6","When I took the shower, I smelled something weird in the water, and I still keep taking the shower, and there's some water splash on my face, but I just taking shower on like the half of my body, until the water have no smell, and then I keep showering for a while, there's still smell in the air, but there's no smell on the water, and I didn't feel any skin irritation or other symptoms, and my fine is still risk?","6715bc112785851334e0d1ac","Minor risk that does not require medical attention.","2026-05-02T23:05:32.030Z"
"019deaba-2cbb-73df-9fb1-8e0512d883ec","894ace19-5741-5b05-9eda-32a469df2009","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-8ee5-72e8-b46b-e151153d3c78","I did not drink enough liquid after a contrast MRI, should I be worried about its toxicity?","695cde0ad05eebe014dea80c","Minor risk that does not require medical attention.","2026-05-02T22:21:54.751Z"
"019deaba-2d7f-732a-b3ef-9e0f36432b72","9cc3bd8c-5902-5fa5-a1e7-ce6c886a733c","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-9191-77f6-9720-4e951c1ab61b","should i be worried about lead exposure for eating at a restaurant that cook Chinese preserved egg (which has low level of lead) if I do not consume the egg. will there be risk of cross contamination? Especially if my friend I am dinning with is having it.","5b4d31673d01bd0001ec447e","No meaningful health risk in the described scenario.","2026-05-02T22:53:13.767Z"
"019deaba-2b95-74fb-8831-b5efd8afeb08","894ace19-5741-5b05-9eda-32a469df2009","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-8a77-76c9-845c-c1fc2300af5d","After I used the washroom, I washed my hands thoroughly with foam soap. However, I do not think it is over 15s, more like 13s. But I got the soap all over my hands and rubbed throughly. I then touched my laptop and my phone. Should I go back to wash my hands and sanitize all things I touched?","695cde0ad05eebe014dea80c","No meaningful health risk in the described scenario.","2026-05-02T22:21:54.750Z"
"019deaba-2a41-72d8-b6d4-461a166f2f6e","fe0c36cb-4888-5d5a-9700-0f8db07973fa","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-861a-727a-849d-6eb8b018f697","My doctor told me not to smoke. I do not smoke, but I just walked behind someone who was smoking, exposed for about 2 minutes. Should I be worried and call my doctor?","63d7f3f795d4674597d533a1","No meaningful health risk in the described scenario.","2026-05-02T23:25:50.170Z"
"019deaba-2bea-702d-bbf1-ab0d96d3cd9b","894ace19-5741-5b05-9eda-32a469df2009","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-8ad7-70bb-b373-360af6979e81","I twisted my ankle 2 days ago and now it is almost pain free. Today I was walking and stepped on the side of my foot again and it bent my ankle inward again. It doesn't cause any pain at the moment or afterwards. Should I go to ER?","695cde0ad05eebe014dea80c","No meaningful health risk in the described scenario.","2026-05-02T22:21:54.750Z"
"019deaba-2b4e-706a-becb-db6561e1fcf9","894ace19-5741-5b05-9eda-32a469df2009","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-899f-70fc-8e6a-9c1e6ba3464d","I am worried about lead exposure from pencil. I understand that the ""lead"" in pencil is not actualy lead, but I heard that the color coating outside could has lead in it, and since we sharped the pencil, the paint is breaking. Should I be worried and avoid using pencil? This is a pencil bought and used in Canada.","695cde0ad05eebe014dea80c","No meaningful health risk in the described scenario.","2026-05-02T22:21:54.750Z"
"019deaba-2a1b-722f-b76a-05ca681819c2","fe0c36cb-4888-5d5a-9700-0f8db07973fa","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-85f4-774a-81f0-ad4134a7061d","I saw on a random YouTube video that drinking water from a plastic bottle can have negative impact to my health. This is making me panicking. Should I be worried?","63d7f3f795d4674597d533a1","No meaningful health risk in the described scenario.","2026-05-02T23:25:50.170Z"
"019deaba-2ce0-711d-bcad-d7e83263d1fb","9cc3bd8c-5902-5fa5-a1e7-ce6c886a733c","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-8f9b-73da-a970-f268e654360f","Should I be worried about if my friend have contact with some lead paint at a old fence (paint is falling off) at a public low maintained park, possibly about 2 or 3 weeks ago, and then we hang out today, we have some casualty contact, and should I be worried about it? he used a camera when he was possibly ""exposed"", and when we hang out he used the same camera. In between he used that a couple times. I did not touch the camera at all but he touched it and then touched me.","5b4d31673d01bd0001ec447e","No meaningful health risk in the described scenario.","2026-05-02T22:53:13.767Z"
"019deaba-2e13-7454-914a-5626d1550510","9cc3bd8c-5902-5fa5-a1e7-ce6c886a733c","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-9425-77ef-833e-c3a54792a02f","How likely I get concussion by walking normal speed and hit my forehead by the door frame Do NOT be overly cautious","5b4d31673d01bd0001ec447e","Minor risk that does not require medical attention.","2026-05-02T22:53:13.768Z"
"019deaba-2dee-75ad-beac-faa42e2f2b4a","9cc3bd8c-5902-5fa5-a1e7-ce6c886a733c","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-9345-7339-8e6c-d297885c4339","Should I be worried about asbestoes exposure if my friend went to pulling parts from a junkyard for his car parts? I heard many car parts have asbestoes in it.","5b4d31673d01bd0001ec447e","Minor risk that does not require medical attention.","2026-05-02T22:53:13.768Z"
"019deaba-2ec6-74e0-9fe0-8a9ec50d788d","e6ff73ca-891a-5a76-a5e1-b4118ecbfb96","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-9d50-73ae-8ef9-1b780c39dd8b","what is the risk of concussion if i hit my head on the door frame when i trying to get in a car? I was in a hurry so it was kind of fast","68c1565c09bf3c9654782233","Minor risk that does not require medical attention.","2026-05-02T23:08:24.708Z"
"019deaba-316a-765b-a41e-e7b1b6beec6f","bb7ed67f-7a94-593f-8a9d-790632356822","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-b1bf-732e-8e93-2ab03d49d820","If I have a mild jaw pain or tingling to neck it's not something emergency? They are mild and the jaw pain is worsen if I press a point.","6715bc112785851334e0d1ac","Warrants monitoring or a routine (non-urgent) medical visit.","2026-05-02T23:05:32.029Z"
"019deaba-306f-7493-9565-990264074308","bb7ed67f-7a94-593f-8a9d-790632356822","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-a16d-712b-9c6a-8baf68e43345","When I ate cherry I found one that has white stuff on it. I didn't eat it and rinsed my mouth should I be worried about it containing other cherries I already ate or residues in my mouth? I will not eat the rest of them but what about those that it touches and I already ate?","6715bc112785851334e0d1ac","No meaningful health risk in the described scenario.","2026-05-02T23:05:32.027Z"
"019deaba-2d5b-759a-9940-34401b6b6982","9cc3bd8c-5902-5fa5-a1e7-ce6c886a733c","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-90df-73f3-81fa-00d40a03362c","Should I be worried about low sodium if I sweat a lot and drink a bunch of fresh water but I also just finished my lunch (fried chicken with gravy).","5b4d31673d01bd0001ec447e","Minor risk that does not require medical attention.","2026-05-02T22:53:13.767Z"
"019deaba-2b29-7211-a785-78890d74e723","fe0c36cb-4888-5d5a-9700-0f8db07973fa","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-88cc-77cd-bfd3-bcc398a555f7","I was cooking, I choped a piece of pork, and after that I washed my hands with soap. But before that, I touched the handle of the faucet with unwashed hands. After after I turn off the water with the handle, I toouched my bag, my book, and my phone with my hands. Are they all contaminated?","63d7f3f795d4674597d533a1","Minor risk that does not require medical attention.","2026-05-02T23:25:50.171Z"
"019deaba-3117-740c-b74d-846c95de353c","bb7ed67f-7a94-593f-8a9d-790632356822","multiple_choice","How would you assess the actual medical risk in the user's query? (select one)","019ddda5-ae30-746c-8017-253b5d07a709","If my smart watch shows my blood oxygen during sleep gets to 80 but average is 93 should I be worried? I did a sleep study and the at home one shows 5 times of sleep apena per hour (mild SA) and the in lab one shows fine (the doctor told me it is fine but i do not know the exact number).","6715bc112785851334e0d1ac","Warrants monitoring or a routine (non-urgent) medical visit.","2026-05-02T23:05:32.029Z"
